filename,text_type,avg_coherence,variance,num_sentence_pairs,top_5_highest,top_5_lowest
K04_2,original,0.3862,0.0267,16,"(Anwendungen wie Google Maps , Alexa oder auch das ... | Nach heutigem Stand gibt es keine starke Form der ...) = 0.652; (Dazu zählen KI -Systeme, die für eine 
bestimmte A... | Diese Art von KI ist in ihrer Form 
eingeschränkt ...) = 0.635; (Im Allgemeinen wird zwischen unterschiedlichen Stä... | Hierbei 
gibt es grundsätzlich drei Kategorien: di...) = 0.605; (Diese genannten Unterscheidungen sind von Bedeutun... | Im aktuellen Zeitalter sind alle KI -basierten Anw...) = 0.588; (Im aktuellen Zeitalter sind alle KI -basierten Anw... | Anwendungen wie Google Maps , Alexa oder auch das ...) = 0.520","(Hierbei 
gibt es grundsätzlich drei Kategorien: di... | Die Narrow -KI ist eine schwache For m der KI....) = 0.190; (Diese ist die stärkste Form der KI.... | Dabei wird ein KI -
System beschrieben, was der me...) = 0.216; (Diese Art von KI wird auch als 
Allgemeine -KI bes... | Demnach ist die se Form der KI nicht auf ein spezi...) = 0.224; (Die dritte Art von KI ist die Super -KI.... | Diese ist die stärkste Form der KI....) = 0.226; (Diese Art von KI ist in ihrer Form 
eingeschränkt ... | Diese Art von KI wird auch als 
Allgemeine -KI bes...) = 0.229"
WP2_4_processed,original,0.1633,0.0025,5,"(Mithilfe des vorgestellten Verfahrens ist es mögli... | Dieses enthält zwar noch eine beträchtliche Menge ...) = 0.230; (Vergleichsuntersuchungen haben gezeigt, dass das h... | Hierbei ist es analog zu kommerziellen, aluminiumh...) = 0.197; (Aufgrund der ermittelten Zusammensetzung und Stoff... | Vergleichsuntersuchungen haben gezeigt, dass das h...) = 0.177; (Das Flockungsmittel weist eine hohe Basizität (0,6... | Aufgrund der ermittelten Zusammensetzung und Stoff...) = 0.115; (Dieses enthält zwar noch eine beträchtliche Menge ... | Das Flockungsmittel weist eine hohe Basizität (0,6...) = 0.098","(Dieses enthält zwar noch eine beträchtliche Menge ... | Das Flockungsmittel weist eine hohe Basizität (0,6...) = 0.098; (Das Flockungsmittel weist eine hohe Basizität (0,6... | Aufgrund der ermittelten Zusammensetzung und Stoff...) = 0.115; (Aufgrund der ermittelten Zusammensetzung und Stoff... | Vergleichsuntersuchungen haben gezeigt, dass das h...) = 0.177; (Vergleichsuntersuchungen haben gezeigt, dass das h... | Hierbei ist es analog zu kommerziellen, aluminiumh...) = 0.197; (Mithilfe des vorgestellten Verfahrens ist es mögli... | Dieses enthält zwar noch eine beträchtliche Menge ...) = 0.230"
K08_5,original,0.3204,0.0453,15,"(Da die Technologie der KI noch
relativ neu und int... | Auch die Unwissenheit bezüglich Verhalten von KI i...) = 0.738; (Durch KI lassen sich Produkte und Dienstleistungen... | Zu emissionsfreien Wirtschaft, Landwirtschaft, Ges...) = 0.689; (Eins der wichtigsten Gründe dafür, dass Unternehme... | Nur etwa 4% der Unternehmen die in der Pwc
Studie ...) = 0.654; (Da Arbeitnehmer beim Einsatz von KI erhebli-
che V... | Laut dem Europäischen Parlament könnten 32% der Ar...) = 0.429; (Auch die Unwissenheit bezüglich Verhalten von KI i... | Durch diese Unwissenheit werden Punkte wie Kontrol...) = 0.392","(Durch diese Unwissenheit werden Punkte wie Kontrol... | Auch im Bereich der Haftung ist noch
nicht überall...) = 0.093; (V or allem bei Versiche-
rungen ist das noch nicht... | Da Arbeitnehmer beim Einsatz von KI erhebli-
che V...) = 0.105; (Weiterhin kann diese Technologie Vertriebswe-
ge o... | Man kann erkennen,
wenn KI richtig angewendet wird...) = 0.105; (Auch im Bereich der Haftung ist noch
nicht überall... | V or allem bei Versiche-
rungen ist das noch nicht...) = 0.105; (Zu emissionsfreien Wirtschaft, Landwirtschaft, Ges... | Weiterhin kann diese Technologie Vertriebswe-
ge o...) = 0.170"
WP1_3_processed,original,0.1252,0.0024,57,"(Anamnestisch rezidivierende Bronchitiden.... | Nach 10 Tagen keine Symptome mehr....) = 0.375; (Im Folgenden sind einige Fallbeispiele aufgeführt;... | Nach 4 Tagen erneute Vorstellung wegen Fieber bei ...) = 0.255; (Entlassung nach 5 Tagen mit hohem Fieber.... | Anschließend morbiliformer Hautausschlag, fast am ...) = 0.205; (Intensivmedizinische Betreuung bei schwerer Pneumo... | Außer Adipositas keine Risikofaktoren/ Vorerkranku...) = 0.202; (Diese KJÄ meldeten insgesamt 9803 Kinder und Jugen... | Die KJÄ ihrerseits hatten den klinischen Verdacht ...) = 0.197","(Vom Vater angesteckt, der sich wiederum bei einem ... | Vater und Mädchen PRC-positiv....) = 0.093; (Erhöhte Temperaturen und leichte Kopfschmerzen.... | Vom Vater angesteckt, der sich wiederum bei einem ...) = 0.093; (Die 5-köpfige Familie ist mehrfach getestet worden... | Erhöhte Temperaturen und leichte Kopfschmerzen....) = 0.093; (Klinisch erkrankte niemand aus der Familie.... | Vorstellungsgrund: Fieber, Abgeschlagenheit, Weine...) = 0.093; (Eltern und Bruder ohne Krankheitszeichen, kein Err... | Kind mit respiratorischen Symptomen und Durchfall,...) = 0.093"
K04_2_processed,original,0.3942,0.0251,16,"(Anwendungen wie Google Maps , Alexa oder auch das ... | Nach heutigem Stand gibt es keine starke Form der ...) = 0.652; (Dazu zählen KI -Systeme, die für eine  bestimmte A... | Diese Art von KI ist in ihrer Form  eingeschränkt ...) = 0.635; (Im Allgemeinen wird zwischen unterschiedlichen Stä... | Hierbei  gibt es grundsätzlich drei Kategorien: di...) = 0.605; (Diese genannten Unterscheidungen sind von Bedeutun... | Im aktuellen Zeitalter sind alle KI -basierten Anw...) = 0.588; (Im aktuellen Zeitalter sind alle KI -basierten Anw... | Anwendungen wie Google Maps , Alexa oder auch das ...) = 0.520","(Hierbei  gibt es grundsätzlich drei Kategorien: di... | Die Narrow -KI ist eine schwache For m der KI....) = 0.190; (Diese Art von KI wird auch als  Allgemeine -KI bes... | Demnach ist die se Form der KI nicht auf ein spezi...) = 0.224; (Die dritte Art von KI ist die Super -KI.... | Diese ist die stärkste Form der KI....) = 0.226; (Diese Art von KI ist in ihrer Form  eingeschränkt ... | Diese Art von KI wird auch als  Allgemeine -KI bes...) = 0.229; (Diese ist die stärkste Form der KI.... | Dabei wird ein KI System beschrieben, was der mens...) = 0.261"
K11_1_processed,original,0.2978,0.0297,20,(Auf dieser Grundlage werden verschiedene Use Cases... | Anschließend werden konkrete KI Anwendungen katego...) = 0.778; (In vielerlei Hinsicht ähnelt der  Strommarkt der B... | In diesem Netzwerk muss dabei  konstant eine Ziels...) = 0.644; (Zu diesem Zweck wird der  Energiesektor zunächst i... | Anknüpfend werden einige  konkrete  Probleme in de...) = 0.514; (Die vorliegende Arbeit beschäftigt sich mit den Au... | Zu diesem Zweck wird der  Energiesektor zunächst i...) = 0.376; (Um die Stromproduktion ökonomisch möglichst effizi... | In vielerlei Hinsicht ähnelt der  Strommarkt der B...) = 0.360,"(Diese selbstregulierenden Elemente werden durch ei... | So gib t es  einerseits die Möglichkeit von Warent...) = 0.119; (Die letzte Institution mit diesem Ziel ist die  Re... | Dabei w erden die Kosten für  abgerufene Regelener...) = 0.125; (So wird versucht, ein ausgeglichenes Stromnetz für... | Die letzte Institution mit diesem Ziel ist die  Re...) = 0.131; (Im  Intraday Handel kann dann Strom in einem Zeith... | So wird versucht, ein ausgeglichenes Stromnetz für...) = 0.138; (Auch ist deswegen ein konstantes Monitoring des Ne... | Diese selbstregulierenden Elemente werden durch ei...) = 0.139"
K01_4,original,0.3748,0.0422,10,"(Dies liegt unter anderem an 
der Verfügbarkeit ein... | Hierdurch wird die 
Optimierung von Kosten, der Ve...) = 0.694; (Die im Prozess abgedeckten 
Teilschritte sind: die... | Die vierte industrielle Revolution unterscheidet s...) = 0.676; (Wobei der gesamte Lebenszyklus eines Produktes 
ab... | 4  
Der Zyklus erstreckt sich von der Produktidee,...) = 0.569; (Die vierte industrielle Revolution unterscheidet s... | Dies liegt unter anderem an 
der Verfügbarkeit ein...) = 0.432; (Unter dem Begriff Industrie 4.0 ist die vierte ind... | Sie ist Folge einer neuen Stufe der 
Organisation ...) = 0.417","(Hierdurch wird die 
Optimierung von Kosten, der Ve... | 1 
 
Im Vergleich zur dritten industriellen Revolu...) = 0.125; (Sie ist Folge einer neuen Stufe der 
Organisation ... | Wobei der gesamte Lebenszyklus eines Produktes 
ab...) = 0.137; (1 
 
Im Vergleich zur dritten industriellen Revolu... |  Mit IPv6 gibt es einen weltweit nutzbaren Standa...) = 0.172; ( Mit IPv6 gibt es einen weltweit nutzbaren Standa... |  Die Informatik ist ausgereift und ermöglich die ...) = 0.241; (4  
Der Zyklus erstreckt sich von der Produktidee,... | Die im Prozess abgedeckten 
Teilschritte sind: die...) = 0.285"
WP4_3,original,0.1407,0.0072,82,(Unter den Top 500 finden sich etwa Smartphoneherst... | Die meisten Großkonzerne weisen dabei enge Verbind...) = 0.602; (Die dritte Phase der chinesischen Internationalisi... | Diese Konflikte sind insbesondere in drei Bereiche...) = 0.485; (Bei den großen chinesischen Konzernen handelt sich... | Unter den Top 500 finden sich etwa Smartphoneherst...) = 0.421; (Einer Studie von MERICS und der Rhodium-Gruppe zuf... | 2016) gingen im Jahr 2016 rund 35 Mrd. Euro in die...) = 0.316; (Die „Made in China 2025“-Strategie leitete chinesi... | Im Jahr 2015 war Europa erstmals die wichtigste Zi...) = 0.285,"(Die Regierung verhängte daraufhin Ende 2016 neue P... | Gleichzeitig begann eine Kampagne gegen vermögende...) = 0.093; (In nur einem Jahrzehnt erreichten die Direktinvest... | China wurde somit zu einem aktiven Treiber einer s...) = 0.094; (Sie forcierten ausländische Direktinvestitionen, d... | Es kam vermehrt zu Übernahmen: Anfänglich nutzten ...) = 0.094; (Die chinesische Zentralbank investierte Exportüber... | Diese Kapitalzuflüsse in die Anlagemärkte waren di...) = 0.094; (Das bestehende Chimerica-Modell wurde erschüttert.... | Dem massiven wirtschaftlichen Einbruch begegnete d...) = 0.094"
WP2_2,original,0.1553,0.0071,15,"(Für die Auswertung wurde das optische Modell Fraun... | Die Messkonzentration betrug 5–7 % (42–44 PIDS), d...) = 0.375; (Das Gerät wurde mit einem FTIR-Spektrometer Nicole... | Die Aufzeichnung des FTIR-Spektrums erfolgte alle ...) = 0.297; (Hierfür wurden je 5 g Probe als feines, trockenes ... | Weiterführende Analysen der Flockungsmittel wurden...) = 0.237; (Die thermogravimetrischen Analysen erfolgten mit e... | Das Gerät wurde mit einem FTIR-Spektrometer Nicole...) = 0.215; (Etwa 10 mg Probe wurden in einen 150-µL-Aluminiumo... | Der pH-Wert einer wässrigen Lösung (0,44 g L−1) wu...) = 0.168","(Die Messkonzentration betrug 5–7 % (42–44 PIDS), d... | Jede Probe wurde zehnmal in deionisiertem Wasser g...) = 0.094; (Jede Probe wurde zehnmal in deionisiertem Wasser g... | Der Mittelwert aller Messungen wurde zur Beurteilu...) = 0.095; (Für die Bestimmung der Basizität wurde ein Titrato... | Als Titrant wurde eine 0,01 M NaOH-Lösung in 0,1-m...) = 0.097; (Der pH-Wert einer wässrigen Lösung (0,44 g L−1) wu... | Für die Bestimmung der Basizität wurde ein Titrato...) = 0.098; (Die chemische Zusammensetzung des erhaltenen Kupfe... | Hierfür wurden je 5 g Probe als feines, trockenes ...) = 0.099"
K11_4,original,0.3957,0.0436,10,"(Der Wert eines KI -Modelles ergibt sich zunächst e... | Um diese zu erzielen 
benötigen die Trainer einer ...) = 0.731; (Die entscheidende Voraussetzung für den erfolgreic... | So wurden die theoretischen 
Grundlagen von KI-Anw...) = 0.669; (Im Energiesektor ist die Datenlage aufgrund der No... | Aggregierte Daten der 
Strombörse sind bereits im ...) = 0.633; (Darüber hinaus ist 
jedes KI -Modell in seiner Per... | Im Energiesektor ist die Datenlage aufgrund der No...) = 0.485; (Die Erweiterung der 
Datenerfassung ist wichtig we... | Viele KI -Anwendungen im Energiebereich trainieren...) = 0.364","(Die für die  erneuerbare Erzeugung so relevanten W... | Kommerziell direkt nutzbare Zugänge wie 
beispiels...) = 0.126; (Kommerziell direkt nutzbare Zugänge wie 
beispiels... | Die Erweiterung der 
Datenerfassung ist wichtig we...) = 0.148; (So wurden die theoretischen 
Grundlagen von KI-Anw... | Der Wert eines KI -Modelles ergibt sich zunächst e...) = 0.254; (Aggregierte Daten der 
Strombörse sind bereits im ... | Die für die  erneuerbare Erzeugung so relevanten W...) = 0.266; (Um diese zu erzielen 
benötigen die Trainer einer ... | Darüber hinaus ist 
jedes KI -Modell in seiner Per...) = 0.281"
K13_5,original,0.4654,0.0450,64,"(Die 
Produkt -Vision wird in sogenannte Story Card... | Der erste Schritt des Scrum -Prozesses  
ist das A...) = 0.855; (Ein weiterer wichtiger Punkt des Scrum -Projekts i... | Die 
Produkt -Vision wird in sogenannte Story Card...) = 0.847; (Das ist das Scrum -Prinzip in der Theorie, in der ... | Bei dem Erstellen von Prod uct 
Backlogs gibt es n...) = 0.837; (Der zweite Schritt ist 
das Erstellen den Sprint B... | Daraus entwickelt das 
Projektteam den Sprint Back...) = 0.800; (Ist alles in Ordnung , beginnt man 
wieder mit dem... | Der fünfte und letzte Schritt ist das Besprechen d...) = 0.791","(Man dreht sozusagen extra Runden , anstatt den kür... | Der nächste Punkt , um den Unterschied darzustelle...) = 0.095; (Das führt zu einer Erhöhung der Gesamtkosten im we... | Man dreht sozusagen extra Runden , anstatt den kür...) = 0.108; (Außerdem beschafft er die Ressourcen und fungiert ... | Er hilft dem Team bei Problemstellungen und sorgt ...) = 0.115; (Er ist in der Rolle des Moderators und des Unterst... | Außerdem beschafft er die Ressourcen und fungiert ...) = 0.133; (Das führt zu 
Missverständnissen der Anforderungen... | Gerade die Minderung der Qualität steht im Konflik...) = 0.138"
K04_3_processed,original,0.5443,0.0330,23,"(Die Einführung von neuen Technologien ist  immer m... | Diese Veränderungen müssen daher zwingend im Unter...) = 0.835; (Eine Umstrukturierung der  vorhanden IT -Infrastru... | Daher sind offene Plattformen und ein einheitliche...) = 0.757; (Nicht zu vergessen sind die hohen Kosten, die oft ... | Doch brauchen nicht alle Unternehmen zwingend ihre...) = 0.744; (Diese Veränderungen müssen daher zwingend im Unter... | Denn nur mit diesem Verständnis kann die  KI erfol...) = 0.743; (Daher sind offene Plattformen und ein einheitliche... | Nicht zu vergessen sind die hohen Kosten, die oft ...) = 0.740","(Die  Inbetriebnahme, das Trainieren der KI -Algori... | Auch die KI selbst ändert sich im rasanten Tempo  ...) = 0.195; (Auch die KI selbst ändert sich im rasanten Tempo  ... | Auch verfügen Unternehmen nicht immer über eine au...) = 0.205; (Auch verfügen Unternehmen nicht immer über eine au... | Denn wie zu Beg inn der Arbeit erwähnt, brauchen K...) = 0.314; (Besonders  betroffen sind vor allem klein und mitt... | Eine der vielen Herausforderungen für Unternehmen ...) = 0.322; (Eine weitere Herausforderung ist das fehlende Fach... | Die  Inbetriebnahme, das Trainieren der KI -Algori...) = 0.359"
K01_2,original,0.4812,0.0068,4,"(Hierfür findet ein schrittweises Verfahren 
Anwend... | Im Anschluss wird 
der aktuelle Digitalisierungsgr...) = 0.560; (Die Arbeit gliedert sich in vier Kapitel.... | Hierfür findet ein schrittweises Verfahren 
Anwend...) = 0.557; (Im Anschluss wird 
der aktuelle Digitalisierungsgr... | Im 
Zuge der Untersuchung der Wahrnehmung werden s...) = 0.444; (Im 
Zuge der Untersuchung der Wahrnehmung werden s... | Die Arbeit schließt mit einer 
Zusammenfassung und...) = 0.364","(Im 
Zuge der Untersuchung der Wahrnehmung werden s... | Die Arbeit schließt mit einer 
Zusammenfassung und...) = 0.364; (Im Anschluss wird 
der aktuelle Digitalisierungsgr... | Im 
Zuge der Untersuchung der Wahrnehmung werden s...) = 0.444; (Die Arbeit gliedert sich in vier Kapitel.... | Hierfür findet ein schrittweises Verfahren 
Anwend...) = 0.557; (Hierfür findet ein schrittweises Verfahren 
Anwend... | Im Anschluss wird 
der aktuelle Digitalisierungsgr...) = 0.560"
K08_1_processed,original,0.3457,0.0494,30,"(Dies kann man z.B. im Bereich der Robotik erkennen... | In dem Unternehmen Fanuc lernen Roboterarme, wie s...) = 0.790; (Es gibt viele mögliche Eigenschaften von KI, welch... | Zusammenfassend lassen sich die erforderlichen Eig...) = 0.766; (Was ist künstliche Intelligenz?... | KI ist ein Begriff, der sich nicht leicht deﬁniere...) = 0.710; (Stellen Sie sich das Szenario vor, sie beobachten ... | In diesem Raum beﬁndet sich eine Lichtquelle und m...) = 0.702; (Die erweiterte Deﬁnition für künstliche Intelligen... | Der Grad der Intelligenz hängt vom Grad der Selbst...) = 0.634","(Im folgenden Bild ist ein Beispiel für das Verhalt... | Deshalb erweitern wir die Deﬁnition....) = 0.098; (Würden sie sagen, dass diese Roboter intelligent s... | Wenn Sie zustimmen, passt die Deﬁnition von John M...) = 0.110; (Dazu gehören John McCarthy, der Encyclopedia Brita... | Um sich der Deﬁnition von KI anzunähern, betrachte...) = 0.122; (Der Grad der Intelligenz hängt vom Grad der Selbst... | Sie können sich nur zum Licht hinbewegen oder sich...) = 0.126; (Dies erlernen sie innerhalb von Stunden durch masc... | Eine weitere Eigenschaft einer KI kann sein, dass ...) = 0.133"
K13_2_processed,original,0.4234,0.0439,23,"(Bei einer Projektübersicht  handelt es sich um ein... | Außerdem enthält  es auch  Verweise auf kritische ...) = 0.765; (Eines  dieser  Modelle ist das Vertragsmodell, die... | Eine  beteiligt ist, die Art der Interaktion mit a...) = 0.737; (Zu den allgemeinen  Informationen in diesem Dokume... | Gegebenenfalls  können auch detaillierte Architekt...) = 0.727; (Agile Dokumentation sind in erster Linie  normale ... | Sie sind  agil sobald sie den Stakeholder Return o...) = 0.663; (Eine  beteiligt ist, die Art der Interaktion mit a... | Bei einer Projektübersicht  handelt es sich um ein...) = 0.648","(Außerdem enthält  es auch  Verweise auf kritische ... | Weiterhin  unterstützt sie  Entwickler, Manager, W...) = 0.095; (Weiterhin  unterstützt sie  Entwickler, Manager, W... | Als nächste Dokumentart  ist das Anforderungsdokum...) = 0.127; (Grund  dafür ist der Zeitverlust für  Wartungen un... | Eines  dieser  Modelle ist das Vertragsmodell, die...) = 0.187; (Es ist wichtig,  dass man zwischen diesen verschie... | Zum einen  für schnelle Suchvorgänge, zum anderen ...) = 0.207; (Gegebenenfalls  können auch detaillierte Architekt... | Das letzte Dokumentenmodell  ist das Benutzermodel...) = 0.209"
WP1_2,original,0.2012,0.0128,6,"(In Deutschland werden über 80 % der
Kinder und Jug... | Diese Berufsgruppe hat eine fortlaufende Onlineerf...) = 0.428; (Für die
Erfassung wurden alle im Berufsverband
der... | Die Aufforderung
zur Teilnahme erfolgte explizit a...) = 0.226; (Diese Berufsgruppe hat eine fortlaufende Onlineerf... | Ein
positives Ethikvotum der Universität
Witten/He...) = 0.221; (Ein
positives Ethikvotum der Universität
Witten/He... | Für die
Erfassung wurden alle im Berufsverband
der...) = 0.120; (Die Aufforderung
zur Teilnahme erfolgte explizit a... | Diese
Publikation stellt eine deskriptive Zwischen...) = 0.106","(Diese
Publikation stellt eine deskriptive Zwischen... | Der verwendete
Fragebogen ist in ....) = 0.106; (Die Aufforderung
zur Teilnahme erfolgte explizit a... | Diese
Publikation stellt eine deskriptive Zwischen...) = 0.106; (Ein
positives Ethikvotum der Universität
Witten/He... | Für die
Erfassung wurden alle im Berufsverband
der...) = 0.120; (Diese Berufsgruppe hat eine fortlaufende Onlineerf... | Ein
positives Ethikvotum der Universität
Witten/He...) = 0.221; (Für die
Erfassung wurden alle im Berufsverband
der... | Die Aufforderung
zur Teilnahme erfolgte explizit a...) = 0.226"
WP5_2_processed,original,0.1655,0.0048,11,"(Doch auch wenn farbige und farbig grundierte Papie... | Jean-Baptiste Oudrys Folge von Tier- und Landschaf...) = 0.274; (Es ist demzufolge differenziert zu betrachten und ... | [37] Damit ist letztlich angedeutet, dass sich auc...) = 0.260; (Jean-Baptiste Oudrys Folge von Tier- und Landschaf... | 3),[40] veranschaulicht dies anhand der aufwendig ...) = 0.250; (Liegt in der zugrundeliegenden Farbigkeit geradezu... | Es ist demzufolge differenziert zu betrachten und ...) = 0.214; ([37] Damit ist letztlich angedeutet, dass sich auc... | Können weiße Papiere gerade deshalb als besondere ...) = 0.187","(Können weiße Papiere gerade deshalb als besondere ... | Da, wo der Zeichenstift nicht hinkommt, ist also L...) = 0.094; (Da, wo der Zeichenstift nicht hinkommt, ist also L... | Dass dieses Auslassen, Umgehen, Umfahren eine eige...) = 0.099; (Dass dieses Auslassen, Umgehen, Umfahren eine eige... | [38] Ihnen gemein ist, dass die Lichter durch das ...) = 0.103; ([38] Ihnen gemein ist, dass die Lichter durch das ... | Ein stimmiges und überzeugendes Helldunkel konnte ...) = 0.104; (Wenn das blaue Papier fürs Zeichnen von Schatten u... | Liegt in der zugrundeliegenden Farbigkeit geradezu...) = 0.106"
K13_3,original,0.3864,0.0441,17,"(Jedoch ist das noch in weiter Ferne, da 
der heuti... | Schwache  KI ist demgegenüber 
eher im Alltag vert...) = 0.792; (Schwache  KI ist demgegenüber 
eher im Alltag vert... | Es gibt noch weitere spezifische Gebiete, die in d...) = 0.758; (Dann die 
verborgene Schicht, sie ist für die soge... | Zuletzt kommt dann  die Ausgabeschicht, welche für...) = 0.711; (Im Grunde sind die KI-Teilgebiete  in Handeln, Ler... | Mithilfe dieser Methoden entsteht eine Verbindung ...) = 0.602; (Mit ihnen versucht 
man menschliche Problemstellun... | Außerdem  lassen sich mit ihnen verschiedenste Dat...) = 0.460","(Die einzelnen Schichten bestehen aus mehreren Knot... | Beispiele für den Einsatz von künstlich neuronalen...) = 0.126; (Außerdem  lassen sich mit ihnen verschiedenste Dat... | Im Grunde sind sie wie ein gerichteter Graph aufge...) = 0.130; (Künstliche Intelligenz sind Methoden, welch e es e... | Dabei ist Starke KI das , was sich 
die meisten Le...) = 0.144; (Sie 
definiert einen eigenen Intellekt  oder ein e... | Jedoch ist das noch in weiter Ferne, da 
der heuti...) = 0.205; (Dabei ist Starke KI das , was sich 
die meisten Le... | Sie 
definiert einen eigenen Intellekt  oder ein e...) = 0.208"
K08_1,original,0.2546,0.0314,30,"(Was ist künstliche Intelligenz?... | KI ist ein Begriff, der sich nicht leicht deﬁniere...) = 0.710; (Oft wird KI zur Automatisierung von Prozessen genu... | Dies
kann man z.B. im Bereich der Robotik erkennen...) = 0.632; (Die erweiterte Deﬁnition für künst-
liche Intellig... | Der
Grad der Intelligenz hängt vom Grad der Selbst...) = 0.602; (KI ist ein Begriff, der sich nicht leicht deﬁniere... | Über
die Zeit haben einige Personen versucht eine ...) = 0.544; (Es gibt viele mögliche Ei-
genschaften von KI, wel... | Zusammenfassend lassen sich die
erforderlichen Eig...) = 0.473","(Würden sie sagen, dass diese Roboter intelligent s... | Wenn Sie zustim-
men, passt die Deﬁnition von John...) = 0.094; (In dem Unternehmen Fanuc lernen Ro-
boterarme, wie... | Dies erlernen sie in-
nerhalb von Stunden durch ma...) = 0.095; (Im folgenden Bild ist ein Beispiel für das Verhalt... | Deshalb erweitern wir die Deﬁnition....) = 0.098; (Dies erlernen sie in-
nerhalb von Stunden durch ma... | Eine weitere Eigenschaft einer KI kann
sein, dass ...) = 0.100; (Sie können sich nur zum Licht hinbewegen oder sich... | Hingegen würden Digitale Assistenten wie Siri oder...) = 0.102"
WP4_4_processed,original,0.1769,0.0098,48,(Die US-Regierung lastete zunächst dem Telekommunik... | Beide Unternehmen hatten sich zu bedeutenden Wettb...) = 0.427; (Innovation and Competition Act of 2021 werden rund... | Dabei baut die Regierung Biden auf einige Traditio...) = 0.414; (Ein erster konkreter Schritt besteht hier in der G... | Während das zentrale Ziel der US-Politik einer Mar...) = 0.389; (Dabei baut die Regierung Biden auf einige Traditio... | Innovation and Competition Act folgt diesem Ansatz...) = 0.387; (Hierzu gehören auch der chinesische Chiphersteller... | Auch die Regierung Biden griff immer wieder auf de...) = 0.384,(Letztlich musste das Unternehmen seine Geschäftsfü... | Huawei wurde sogar auf eine schwarze Liste mit Unt...) = 0.093; (Chinas Rolle als Exporteur und als Zulieferer für ... | Gleichzeitig ergaben sich Friktionen im bilaterale...) = 0.094; (CFIUS verhinderte nach der Reform zudem verschiede... | Hochtechnologie-Konkurrenz Außerdem wurden chinesi...) = 0.094; (Diese Zölle wirkten sich nicht nur auf chinesische... | Vielmehr entschieden verschiedene ausländische Kon...) = 0.097; (Damals wurden mit Hilfe des Abschnitts 301 des Han... | Als Hegemonialmacht setzte die Regierung Trump in ...) = 0.097
WP4_3_processed,original,0.1407,0.0072,82,(Unter den Top 500 finden sich etwa Smartphoneherst... | Die meisten Großkonzerne weisen dabei enge Verbind...) = 0.602; (Die dritte Phase der chinesischen Internationalisi... | Diese Konflikte sind insbesondere in drei Bereiche...) = 0.485; (Bei den großen chinesischen Konzernen handelt sich... | Unter den Top 500 finden sich etwa Smartphoneherst...) = 0.421; (Einer Studie von MERICS und der Rhodium-Gruppe zuf... | 2016) gingen im Jahr 2016 rund 35 Mrd. Euro in die...) = 0.316; (Die „Made in China 2025“-Strategie leitete chinesi... | Im Jahr 2015 war Europa erstmals die wichtigste Zi...) = 0.285,"(Die Regierung verhängte daraufhin Ende 2016 neue P... | Gleichzeitig begann eine Kampagne gegen vermögende...) = 0.093; (In nur einem Jahrzehnt erreichten die Direktinvest... | China wurde somit zu einem aktiven Treiber einer s...) = 0.094; (Sie forcierten ausländische Direktinvestitionen, d... | Es kam vermehrt zu Übernahmen: Anfänglich nutzten ...) = 0.094; (Die chinesische Zentralbank investierte Exportüber... | Diese Kapitalzuflüsse in die Anlagemärkte waren di...) = 0.094; (Das bestehende Chimerica-Modell wurde erschüttert.... | Dem massiven wirtschaftlichen Einbruch begegnete d...) = 0.094"
K08_2,original,0.3164,0.0292,42,"(„Google Translate“ ist eine
freie Übersetzungssoft... | Die Software benutzt statistisches ML um übersetze...) = 0.721; (Es gibt einige Lern-Algorithmen die man auf
ein ne... | Der am meisten genutzte ist der „Backpropagation-
...) = 0.716; (Hierbei konzentrieren
wir uns auf eine bestimmte A... | Dies ist die Prädikatenlogik, welche
Eigenschaften...) = 0.635; (Es wäre zwar möglich direkt mit der Aussagen-
logi... | Auf den mathematischen Unterschied zwischen Aussag...) = 0.628; (Dies ist die Prädikatenlogik, welche
Eigenschaften... | Es wäre zwar möglich direkt mit der Aussagen-
logi...) = 0.587","(Dies wird so lange wiederholt bis der Annäherungsw... | Die Technik der NN kann auf viele Anwendungen der ...) = 0.094; (Durch Testdaten lernt die KI-Datensätze zu kategor... | Oft ﬁndet das ML in der echten Welt Anwendung....) = 0.096; (Facebook nutzt diese Technik für ihre künstlichen ... | Ein wichtiger Bestandteil davon ist ein NN entsche...) = 0.098; (Die Technik der NN kann auf viele Anwendungen der ... | Facebook nutzt diese Technik für ihre künstlichen ...) = 0.108; (Hingegen kann eine Rechenoperation
nicht auswendig... | Durch Testdaten lernt die KI-Datensätze zu kategor...) = 0.120"
